Student_ID,Gender,Age,Study_Hours_Daily,Phone_Usage_Hours_Daily,Sleep_Hours_Daily,AI_Tool_Usage_Hours_Daily,Attendance_Pct,Focus_Score,Productivity_Score,Exam_Score
STU26732,Female,21,1.3,7.8,5.8,1.1,65.9,56.5,58.5,62.8
STU26733,Female,22,6.6,2.7,9.7,1.4,100.0,90.6,89.8,100.0
STU26734,Female,19,0.0,6.0,5.0,0.9,52.3,53.9,48.2,51.3
STU26735,Male,19,2.8,2.4,5.8,0.0,70.9,72.8,57.4,69.3
STU26736,Female,23,1.7,6.7,5.5,0.0,66.1,53.9,56.4,60.6
STU26737,Male,20,0.0,9.2,6.4,0.0,45.2,50.6,46.2,47.1
STU26738,Male,21,1.5,7.5,6.7,0.9,46.3,64.3,61.9,56.0
STU26739,Female,19,2.5,3.4,8.4,0.5,82.0,77.3,69.4,76.6
STU26740,Female,18,5.1,0.0,6.9,1.4,96.8,89.7,84.4,93.2
STU26741,Other,24,6.2,1.7,8.7,2.9,96.2,79.2,88.7,100.0
STU26742,Male,23,1.6,5.7,4.9,0.3,81.9,61.1,52.7,64.4
STU26743,Female,18,2.2,5.4,9.9,2.3,66.1,83.3,67.2,64.6
STU26744,Female,19,1.8,7.3,6.5,0.8,61.3,63.5,52.4,61.8
STU26745,Male,23,1.8,9.6,8.2,0.8,63.8,63.7,65.1,68.0
STU26746,Female,18,2.7,1.8,8.4,1.3,83.0,85.3,71.5,76.1
STU26747,Male,19,1.2,3.7,8.3,1.4,72.9,71.9,64.0,72.4
STU26748,Male,20,4.8,2.1,10.0,1.1,97.8,87.9,74.3,90.6
STU26749,Male,21,4.6,1.1,8.6,2.0,100.0,82.3,80.9,92.9
STU26750,Female,25,4.8,2.6,7.8,1.3,100.0,79.1,76.0,84.3
STU26751,Other,23,2.9,5.0,6.7,0.1,83.1,60.6,60.8,68.3
STU26752,Male,18,0.4,9.8,5.6,1.6,38.0,52.0,47.0,50.9
STU26753,Female,23,1.9,6.2,7.3,0.0,76.7,67.1,56.6,66.7
STU26754,Female,18,1.7,9.3,6.8,1.9,51.8,53.1,65.1,65.0
STU26755,Female,19,7.2,0.1,9.8,3.4,89.0,100.0,96.5,100.0
STU26756,Male,18,0.0,9.5,5.7,0.9,53.0,43.9,42.8,46.4
STU26757,Female,21,5.1,4.5,6.0,3.0,82.0,68.1,81.6,83.1
STU26758,Female,21,0.2,6.2,6.5,0.4,54.5,71.4,50.9,46.2
STU26759,Male,22,0.0,9.0,5.4,2.1,45.7,50.1,53.0,54.5
STU26760,Other,23,1.2,4.8,4.2,0.0,84.1,59.0,51.2,66.6
STU26761,Female,19,0.5,6.7,5.8,2.0,57.9,57.8,57.3,57.4
STU26762,Male,22,4.0,5.2,6.2,1.6,90.9,64.6,67.7,86.3
STU26763,Female,18,2.0,4.2,8.8,1.1,76.7,75.4,63.2,67.2
STU26764,Male,24,0.3,8.0,6.7,1.0,55.6,58.5,46.6,49.5
STU26765,Female,25,2.5,2.9,6.0,0.0,89.8,69.4,67.2,80.0
STU26766,Male,23,2.7,3.7,6.8,1.0,48.9,77.3,64.8,56.2
STU26767,Male,25,2.4,5.1,6.2,0.4,87.0,69.9,56.7,77.8
STU26768,Female,20,1.8,7.8,7.5,0.0,55.7,71.4,59.1,64.9
STU26769,Male,23,0.9,7.8,4.0,1.6,67.7,47.9,48.4,59.4
STU26770,Female,20,1.6,10.3,4.7,1.3,51.2,43.7,56.3,62.1
STU26771,Female,18,0.0,7.5,4.4,0.8,38.6,52.7,45.6,41.1
STU26772,Male,20,3.0,1.8,8.4,1.3,89.3,81.1,72.6,76.7
STU26773,Female,22,3.6,4.2,5.5,1.1,88.1,61.6,66.6,80.9
STU26774,Female,24,3.3,2.2,6.3,0.2,88.7,73.9,68.1,82.4
STU26775,Male,25,2.4,7.5,8.2,0.4,74.2,64.1,70.1,68.8
STU26776,Male,20,0.5,12.9,6.6,0.0,35.0,50.4,47.2,47.7
STU26777,Female,20,0.2,10.4,4.0,1.6,28.8,37.2,44.3,44.2
STU26778,Female,19,2.7,1.7,8.0,2.0,79.4,83.8,81.1,75.3
STU26779,Male,23,3.0,4.2,5.9,0.8,94.6,60.4,60.3,81.0
STU26780,Male,18,5.4,1.9,8.6,2.3,88.5,84.3,89.8,100.0
STU26781,Female,25,1.2,10.7,6.0,0.0,45.2,49.8,46.1,55.3
STU26782,Female,20,2.5,8.9,4.7,0.0,39.6,47.1,54.0,54.3
STU26783,Male,24,3.0,1.0,7.0,1.1,93.1,89.5,74.8,89.3
STU26784,Male,19,0.5,7.0,5.5,1.1,51.0,49.4,53.0,54.5
STU26785,Female,19,4.5,0.0,7.8,2.6,96.6,85.4,78.1,94.1
STU26786,Female,23,4.5,1.2,6.8,0.2,95.0,73.9,70.2,86.1
STU26787,Female,20,1.2,9.5,6.9,0.0,51.7,55.1,48.0,50.6
STU26788,Female,25,1.3,3.2,6.9,1.8,93.4,81.2,66.6,75.3
STU26789,Male,18,2.8,7.8,5.7,0.7,73.4,55.5,55.2,67.9
STU26790,Female,24,1.6,11.4,5.5,0.7,40.0,39.7,44.8,51.3
STU26791,Male,19,2.4,1.7,7.2,0.2,80.2,81.6,59.2,68.2
STU26792,Female,18,0.0,10.7,4.5,0.6,50.5,44.9,43.0,46.7
STU26793,Female,23,3.1,6.0,5.8,0.4,65.0,61.5,61.7,64.0
STU26794,Male,18,6.2,0.9,7.3,2.0,92.3,80.4,87.6,92.7
STU26795,Female,22,4.3,5.3,8.1,1.6,94.7,79.3,73.2,85.5
STU26796,Female,18,0.5,9.6,5.7,0.5,53.3,48.3,47.0,50.6
STU26797,Female,19,1.8,3.2,5.6,1.5,82.3,67.3,60.1,72.3
STU26798,Female,25,6.2,0.0,7.8,2.1,100.0,84.0,85.3,100.0
STU26799,Male,20,4.3,4.5,7.0,1.1,73.0,66.4,65.8,78.4
STU26800,Male,19,4.2,6.8,4.7,1.0,80.0,56.8,68.8,83.7
STU26801,Male,21,5.7,0.2,8.8,3.2,96.7,83.6,91.0,98.2
STU26802,Male,22,1.8,6.5,7.2,1.8,76.9,66.5,67.2,70.8
STU26803,Female,18,1.7,8.4,7.4,1.3,67.3,62.0,62.4,70.3
STU26804,Male,23,1.6,5.5,5.5,0.0,71.7,60.4,55.2,65.1
STU26805,Male,24,4.9,0.5,8.9,2.3,94.8,89.6,78.0,94.1
STU26806,Female,21,6.3,2.7,9.3,2.4,99.8,91.9,89.8,100.0
STU26807,Male,22,1.4,8.4,6.4,0.7,78.9,61.7,53.8,66.6
STU26808,Male,22,3.4,5.0,5.8,1.3,80.7,60.2,68.6,73.4
STU26809,Male,21,0.0,10.3,5.5,0.8,42.4,48.5,40.9,47.8
STU26810,Female,19,1.3,8.3,4.3,0.7,41.9,45.8,47.1,50.4
STU26811,Male,25,0.8,9.7,7.3,0.0,39.8,60.3,49.9,50.1
STU26812,Male,20,3.7,0.2,7.2,1.5,75.2,86.3,80.5,85.0
STU26813,Female,23,5.7,4.2,6.5,0.7,85.4,71.3,81.6,88.6
STU26814,Female,20,0.2,9.0,4.9,0.0,46.2,52.5,49.6,51.0
STU26815,Male,19,0.0,9.8,5.2,0.0,40.8,46.9,43.8,46.0
STU26816,Male,24,4.4,1.0,8.6,3.6,96.6,80.5,78.2,91.0
STU26817,Female,20,5.1,2.5,8.4,1.1,85.3,80.7,73.9,90.5
STU26818,Male,21,6.6,2.6,9.6,1.6,89.6,86.0,85.4,92.8
STU26819,Male,23,4.7,1.3,8.7,0.9,97.6,85.5,75.2,83.3
STU26820,Female,24,5.7,1.4,9.4,1.0,92.1,87.6,82.9,91.9
STU26821,Other,19,1.7,2.3,8.0,0.7,72.6,78.9,63.7,66.5
STU26822,Female,21,0.0,9.1,4.9,1.3,68.6,53.7,53.7,55.5
STU26823,Male,23,5.7,1.9,8.7,2.7,100.0,78.8,79.3,97.9
STU26824,Female,18,0.7,6.1,6.1,0.0,33.3,58.1,49.6,46.7
STU26825,Male,19,2.4,5.1,6.7,0.3,81.2,66.0,61.2,73.9
STU26826,Male,21,5.9,2.2,8.3,1.1,97.2,81.3,78.0,97.7
STU26827,Male,20,2.3,3.2,6.2,0.8,88.4,69.4,62.2,75.3
STU26828,Male,20,0.7,9.3,5.9,0.1,39.3,57.4,46.6,47.8
STU26829,Male,20,0.6,6.2,4.8,0.4,48.0,61.7,51.7,55.2
STU26830,Male,22,0.9,6.8,4.4,1.2,69.3,49.8,55.9,59.2
STU26831,Male,19,1.5,8.1,4.8,0.0,54.8,56.5,58.3,57.0
STU26832,Female,24,0.0,7.6,5.6,0.2,47.1,58.1,50.7,46.5
STU26833,Female,21,0.0,10.4,5.3,1.3,44.6,40.9,43.9,47.2
STU26834,Female,19,3.2,3.0,6.6,0.6,70.0,73.0,68.2,72.9
STU26835,Male,23,0.0,11.0,6.2,0.0,34.7,46.4,49.5,41.1
STU26836,Male,18,3.5,0.0,8.4,1.9,94.1,90.1,72.5,82.4
STU26837,Male,25,0.6,4.1,6.6,0.1,60.3,70.9,54.6,58.6
STU26838,Female,24,4.1,4.1,6.7,1.9,79.5,73.1,74.9,80.0
STU26839,Male,23,1.1,10.9,5.1,0.0,50.5,42.6,48.2,55.3
STU26840,Other,25,0.0,5.1,4.9,1.5,75.1,60.6,57.3,60.2
STU26841,Male,22,5.1,0.0,8.6,1.3,100.0,93.1,80.7,93.5
STU26842,Male,23,1.3,7.0,4.0,1.2,46.9,57.5,51.0,51.1
STU26843,Male,21,1.1,7.3,6.8,1.3,56.3,58.4,60.3,63.3
STU26844,Female,25,3.3,4.6,6.1,0.0,75.0,59.1,60.2,68.6
STU26845,Male,21,0.2,11.4,5.3,0.6,46.8,39.0,38.5,43.2
STU26846,Male,22,3.2,3.1,6.7,1.5,75.7,69.6,69.8,75.5
STU26847,Male,23,6.4,0.0,8.8,2.2,100.0,94.5,82.1,97.6
STU26848,Female,21,3.7,2.6,7.5,1.2,85.0,76.6,64.4,79.1
STU26849,Female,20,0.1,6.4,4.1,0.0,45.2,61.4,47.8,51.2
STU26850,Male,22,2.8,3.3,5.7,3.1,80.9,79.4,71.6,79.1
STU26851,Female,20,5.4,2.2,6.9,2.3,100.0,71.3,81.7,97.4
STU26852,Female,20,3.8,1.5,6.5,0.4,73.0,77.4,69.2,76.4
STU26853,Male,24,0.6,9.1,4.0,0.7,58.4,46.3,45.7,55.2
STU26854,Male,20,6.2,0.0,8.7,1.3,100.0,86.6,86.7,95.1
STU26855,Male,19,2.3,5.1,6.7,0.0,85.5,69.7,67.7,77.8
STU26856,Male,19,1.4,8.6,4.0,1.8,53.9,45.4,54.2,59.9
STU26857,Female,23,5.6,0.2,8.9,3.2,100.0,89.5,79.9,89.7
STU26858,Female,19,5.0,1.9,8.6,1.0,100.0,84.2,77.4,92.7
STU26859,Female,21,0.0,8.8,6.7,0.0,45.0,52.6,45.6,45.8
STU26860,Male,19,6.4,0.6,7.7,1.6,93.7,84.4,88.4,96.0
STU26861,Male,24,2.3,2.9,6.1,0.9,85.3,77.2,64.7,82.2
STU26862,Male,23,4.8,5.8,5.8,0.7,82.5,52.4,64.3,83.1
STU26863,Male,25,2.3,3.7,7.6,1.4,83.3,71.0,68.4,73.3
STU26864,Male,24,3.7,4.6,6.6,1.1,85.0,73.3,66.4,80.9
STU26865,Female,25,3.1,6.9,7.7,1.4,73.6,66.6,75.7,76.5
STU26866,Male,18,0.6,6.6,5.8,1.4,78.0,56.4,50.4,63.9
STU26867,Male,25,3.1,4.6,7.4,1.9,83.3,79.0,69.4,79.7
STU26868,Male,22,1.5,7.6,5.8,1.5,85.1,58.5,52.9,63.2
STU26869,Female,23,3.1,6.7,5.6,0.7,85.3,55.6,59.2,76.0
STU26870,Male,22,1.4,8.9,5.3,1.2,48.2,49.3,58.6,55.1
STU26871,Male,25,0.3,7.1,4.3,0.0,47.6,55.4,48.1,54.7
STU26872,Female,22,0.4,8.3,4.0,0.2,54.0,47.2,40.0,51.1
STU26873,Female,20,5.4,1.5,7.2,0.5,93.8,78.2,75.0,84.0
STU26874,Female,18,6.6,1.1,8.4,1.2,100.0,89.8,87.9,100.0
STU26875,Male,24,0.9,6.5,5.2,0.0,71.5,63.0,47.6,58.5
STU26876,Female,22,6.1,0.0,8.8,2.4,70.3,95.4,87.3,90.6
STU26877,Female,18,2.5,4.6,7.1,1.2,94.5,74.5,62.8,80.3
STU26878,Female,24,1.7,10.8,4.0,0.8,53.0,45.7,52.2,57.2
STU26879,Male,25,2.2,5.5,5.7,0.7,71.0,65.6,55.2,62.8
STU26880,Male,19,0.0,7.7,4.9,0.3,25.2,59.5,46.4,37.1
STU26881,Male,24,3.2,5.1,6.6,1.3,71.9,66.8,69.3,74.8
STU26882,Female,25,0.0,10.1,4.2,0.5,39.6,39.2,50.8,50.4
STU26883,Female,24,1.9,8.9,4.0,0.1,47.8,40.8,47.3,56.0
STU26884,Female,23,3.6,4.7,6.1,0.6,87.5,59.6,60.6,79.1
STU26885,Male,24,4.1,1.3,6.1,0.6,96.7,74.0,64.8,88.5
STU26886,Male,21,4.8,0.0,9.3,3.8,99.1,100.0,91.1,93.1
STU26887,Male,19,3.1,3.2,7.7,1.3,80.4,72.6,71.3,70.8
STU26888,Female,18,0.8,7.0,6.9,0.9,29.8,58.6,45.6,43.1
STU26889,Male,20,2.7,5.9,6.0,1.1,78.1,64.2,62.5,75.9
STU26890,Female,20,1.3,6.3,5.0,0.0,42.4,52.7,52.1,48.4
STU26891,Female,18,0.0,9.2,6.9,1.0,55.9,61.3,48.5,56.2
STU26892,Female,20,0.0,8.6,5.8,0.1,40.3,55.3,49.5,46.1
STU26893,Female,21,0.0,8.3,8.1,0.4,56.6,69.2,52.3,62.4
STU26894,Female,22,0.8,8.2,4.9,0.0,47.4,51.1,46.8,47.5
STU26895,Female,24,1.9,7.2,5.2,1.0,61.8,50.8,56.6,60.3
STU26896,Female,20,1.9,7.2,5.2,0.6,29.9,49.2,55.7,51.4
STU26897,Female,24,1.5,6.1,4.7,0.0,68.2,54.9,48.7,63.1
STU26898,Female,23,0.1,8.8,4.0,0.0,41.5,43.6,40.2,44.0
STU26899,Male,24,0.0,5.6,5.9,0.0,39.0,62.6,50.8,47.8
STU26900,Female,24,3.2,2.5,7.9,3.6,98.3,83.0,70.2,86.7
STU26901,Male,24,5.1,1.8,8.0,1.8,96.3,83.1,81.2,91.6
STU26902,Male,23,4.9,0.0,8.3,1.1,87.3,82.0,82.0,86.8
STU26903,Male,22,4.1,4.6,8.0,1.4,80.5,79.5,68.5,74.8
STU26904,Male,19,5.4,2.2,6.8,2.1,100.0,79.3,76.7,94.9
STU26905,Male,24,1.2,6.0,4.4,1.0,52.9,56.1,54.6,60.9
STU26906,Female,22,4.2,1.6,8.4,2.9,87.4,83.5,75.0,89.2
STU26907,Male,18,6.2,0.0,7.5,2.3,77.9,87.2,73.7,85.9
STU26908,Male,20,4.5,1.4,7.4,2.5,100.0,75.3,79.2,90.9
STU26909,Other,20,1.7,6.1,5.7,0.0,57.8,57.3,60.8,62.3
STU26910,Male,25,0.4,7.2,5.9,1.6,60.1,68.5,57.8,51.4
STU26911,Male,20,0.2,9.4,4.8,0.7,29.9,48.6,44.7,41.4
STU26912,Male,23,2.2,5.9,6.0,1.4,66.7,62.6,57.5,65.9
STU26913,Female,19,2.3,6.3,6.4,0.9,80.7,61.4,65.5,73.7
STU26914,Male,19,0.8,9.9,5.9,0.3,37.5,43.7,51.1,45.8
STU26915,Female,19,1.3,8.0,5.0,0.0,45.3,58.8,49.5,56.1
STU26916,Female,21,5.5,1.0,7.6,2.4,100.0,86.4,85.1,98.4
STU26917,Female,25,3.3,4.1,5.4,1.3,67.0,68.0,64.9,70.0
STU26918,Female,20,5.8,0.0,7.3,1.3,98.8,80.5,82.2,95.6
STU26919,Female,22,5.6,2.2,7.2,1.7,97.7,68.4,78.5,90.1
STU26920,Female,19,1.9,9.6,4.0,0.0,31.4,43.8,59.6,52.5
STU26921,Male,23,5.5,1.1,7.1,0.8,100.0,85.0,75.3,91.2
STU26922,Female,23,3.9,6.4,5.7,0.8,93.5,56.6,63.8,80.6
STU26923,Male,25,0.0,9.5,7.4,0.3,40.1,64.4,47.0,45.3
STU26924,Male,20,3.0,7.5,6.5,1.1,65.5,61.6,59.8,66.1
STU26925,Other,18,2.2,6.7,5.6,1.1,68.8,63.0,59.7,63.6
STU26926,Male,24,2.3,7.9,6.9,0.5,68.3,66.6,59.9,65.4
STU26927,Male,21,3.4,2.7,9.0,0.5,97.0,85.0,69.9,82.0
STU26928,Male,18,3.3,3.0,8.3,2.6,83.1,79.8,79.5,82.3
STU26929,Male,18,4.2,0.0,9.4,1.5,87.4,99.4,71.1,83.6
STU26930,Male,24,3.3,6.8,5.4,0.0,67.7,58.9,56.6,66.5
STU26931,Female,24,1.8,3.0,8.2,1.8,89.7,80.1,68.1,73.8
STU26932,Male,21,2.6,1.6,7.5,2.3,83.0,81.6,72.0,77.9
STU26933,Female,18,4.7,1.8,7.5,1.8,86.9,79.8,77.7,88.4
STU26934,Male,22,3.4,0.7,8.2,1.0,95.1,83.4,73.8,82.7
STU26935,Female,22,0.9,6.1,6.3,1.5,34.6,69.3,58.1,51.8
STU26936,Male,18,3.1,2.9,5.7,1.1,86.7,71.4,71.5,78.8
STU26937,Female,20,0.0,10.5,5.0,0.2,46.2,50.5,43.9,41.8
STU26938,Female,19,3.0,2.4,7.6,1.1,72.2,75.7,64.0,75.5
STU26939,Male,22,0.3,5.4,4.7,0.0,55.9,53.2,49.5,47.2
STU26940,Female,21,2.9,3.3,8.4,0.7,84.1,78.8,64.1,73.5
STU26941,Male,21,0.9,10.3,5.3,2.0,38.1,53.1,52.0,47.3
STU26942,Female,20,0.0,9.2,6.0,0.8,44.0,49.8,43.8,47.9
STU26943,Female,24,2.8,4.1,6.2,0.1,66.7,63.8,60.2,68.4
STU26944,Female,22,1.1,9.2,7.1,0.0,39.4,55.7,48.8,52.8
STU26945,Male,22,6.7,0.0,8.8,2.6,88.1,86.8,87.9,100.0
STU26946,Male,19,0.3,8.7,5.3,1.3,65.6,49.8,50.2,56.8
STU26947,Female,22,6.4,1.5,7.8,2.5,85.2,87.5,91.0,97.4
STU26948,Male,24,1.5,8.2,7.1,0.2,37.0,63.4,55.4,52.3
STU26949,Male,18,0.2,5.9,7.8,1.5,84.7,63.1,50.6,60.8
STU26950,Male,24,3.0,3.8,6.5,1.9,82.9,75.4,67.9,76.4
STU26951,Female,18,4.1,1.7,9.2,1.5,100.0,93.4,71.3,85.4
STU26952,Male,23,4.7,2.9,7.6,2.8,84.3,72.6,75.1,87.9
STU26953,Female,18,2.3,5.4,6.4,1.7,72.2,61.2,65.3,69.4
STU26954,Female,19,5.9,2.6,7.4,3.1,77.9,78.6,82.5,86.5
STU26955,Female,19,2.0,10.0,6.1,1.0,44.5,48.4,50.8,53.2
STU26956,Male,24,5.8,0.0,8.7,2.1,100.0,86.3,79.4,97.1
STU26957,Male,22,8.7,1.8,9.3,2.4,85.5,81.5,91.7,100.0
STU26958,Female,22,3.2,6.3,7.0,1.7,74.3,65.1,65.4,76.2
STU26959,Female,22,5.0,2.0,8.5,2.1,99.4,81.9,83.5,97.3
STU26960,Female,19,3.4,5.5,6.1,1.6,79.3,66.4,69.4,76.7
STU26961,Male,22,6.7,3.5,7.2,1.3,100.0,71.3,93.4,99.8
STU26962,Female,18,0.8,9.1,4.9,1.0,42.8,40.1,56.4,50.7
STU26963,Male,18,3.5,4.4,6.3,3.1,79.5,69.4,72.9,80.9
STU26964,Female,23,0.1,8.2,5.6,0.3,70.8,51.7,52.8,63.3
STU26965,Female,18,7.3,0.0,7.5,2.3,100.0,89.6,95.4,100.0
STU26966,Male,23,4.5,0.9,8.6,1.7,86.9,85.3,71.4,85.1
STU26967,Female,20,0.6,10.5,6.0,0.5,42.4,47.7,48.5,43.3
STU26968,Female,25,2.2,5.6,5.6,2.0,91.9,57.4,64.3,77.8
STU26969,Female,22,0.4,9.6,4.7,0.8,32.0,44.6,47.2,42.3
STU26970,Male,24,2.2,11.9,5.1,1.0,47.4,46.0,51.7,52.4
STU26971,Female,18,0.7,5.2,7.3,0.4,65.0,72.4,55.8,56.3
STU26972,Male,23,5.8,1.1,8.8,2.0,99.9,85.4,77.3,96.0
STU26973,Male,24,3.3,7.8,8.3,1.9,84.9,68.4,67.6,77.4
STU26974,Male,22,1.2,10.9,5.5,0.3,30.0,44.2,43.6,48.1
STU26975,Female,22,0.0,10.2,4.0,0.0,36.5,41.4,44.3,43.3
STU26976,Female,23,6.8,3.7,6.7,0.5,100.0,67.1,77.2,91.4
STU26977,Female,23,2.6,5.7,7.9,1.6,75.7,79.7,66.7,72.7
STU26978,Male,23,6.2,0.0,9.0,2.2,94.0,90.0,92.7,100.0
STU26979,Male,19,7.7,0.0,7.5,2.9,100.0,81.1,86.9,100.0
STU26980,Male,21,3.3,5.6,7.1,0.7,80.2,69.3,71.5,77.3
STU26981,Female,21,2.0,6.6,5.1,0.0,68.5,54.0,51.4,66.6
STU26982,Male,21,2.5,3.6,5.8,0.3,73.0,61.1,63.7,72.1
STU26983,Female,22,7.6,2.4,8.2,2.5,95.4,79.8,82.2,100.0
STU26984,Female,18,2.2,2.2,6.3,0.0,81.9,72.9,67.6,69.5
STU26985,Male,24,3.6,0.9,6.7,0.8,84.9,78.2,69.7,77.9
STU26986,Female,18,2.2,7.2,4.6,1.1,72.7,56.4,59.3,72.1
STU26987,Female,25,2.1,8.5,4.9,0.4,49.0,47.0,50.8,55.9
STU26988,Male,24,5.4,1.6,9.4,2.5,81.5,81.2,85.6,92.2
STU26989,Male,18,2.1,3.9,8.1,0.9,78.7,81.6,69.8,73.8
STU26990,Male,21,2.2,6.1,7.3,0.7,70.7,68.9,53.9,68.0
STU26991,Female,25,5.8,1.7,7.5,2.4,90.3,83.9,84.7,90.9
STU26992,Male,21,1.2,2.3,6.4,3.1,79.7,75.7,73.6,72.1
STU26993,Male,20,0.0,7.4,4.4,1.1,35.6,53.2,49.3,40.4
STU26994,Female,18,5.8,2.0,8.1,1.5,97.8,85.2,80.1,92.3
STU26995,Male,20,1.6,8.8,5.7,0.7,36.1,57.8,56.0,48.2
STU26996,Female,24,1.7,8.1,8.1,2.9,53.9,76.2,67.6,65.7
STU26997,Other,25,0.0,8.7,4.6,0.6,44.1,48.0,46.0,41.4
STU26998,Female,19,3.1,3.0,8.0,1.0,90.6,80.4,70.7,78.5
STU26999,Male,24,3.3,2.9,5.5,2.0,79.9,66.3,62.2,72.8
STU27000,Male,23,5.0,2.9,9.4,2.2,97.1,81.7,77.4,90.9
STU27001,Female,19,4.4,7.8,7.0,0.5,73.9,62.8,67.9,79.5
STU27002,Female,22,2.1,5.9,7.5,0.6,70.9,70.1,68.7,72.6
STU27003,Female,22,5.9,3.5,8.3,1.0,96.8,78.2,75.3,95.0
STU27004,Male,19,2.9,4.2,7.1,1.8,72.7,70.8,61.7,69.0
STU27005,Male,20,2.2,4.6,8.6,1.8,68.4,78.5,65.4,68.2
STU27006,Male,25,5.1,2.9,9.9,1.7,100.0,99.1,75.1,90.9
STU27007,Female,18,0.0,9.5,4.2,0.2,30.8,47.8,46.0,41.1
STU27008,Male,25,6.2,1.0,8.7,1.5,100.0,95.8,84.2,97.7
STU27009,Female,18,5.5,0.0,7.3,3.7,96.5,89.3,88.8,95.1
STU27010,Male,21,1.5,7.9,5.7,1.2,61.8,56.9,61.8,66.0
STU27011,Other,24,2.7,1.2,5.9,1.8,80.2,72.3,72.4,75.7
STU27012,Female,22,1.1,5.2,5.8,0.5,58.5,59.3,52.4,60.9
STU27013,Female,24,0.4,8.0,7.2,0.4,64.2,64.2,48.8,61.3
STU27014,Female,22,0.6,11.1,5.4,0.3,49.9,49.5,55.3,52.3
STU27015,Male,22,4.2,1.0,7.2,2.8,92.2,72.7,80.1,90.9
STU27016,Male,23,0.2,7.5,6.3,0.5,71.6,54.3,50.1,59.2
STU27017,Female,21,2.5,9.7,5.9,0.0,76.4,55.5,60.5,73.9
STU27018,Female,19,0.0,2.6,7.5,0.8,78.9,81.3,49.6,58.8
STU27019,Female,25,6.0,0.4,7.9,1.9,99.5,86.2,84.4,95.6
STU27020,Female,25,3.2,6.2,6.2,1.5,85.6,65.1,71.8,76.5
STU27021,Male,19,1.8,4.5,6.7,0.4,90.5,58.0,56.3,75.2
STU27022,Male,20,3.3,5.8,6.2,0.7,83.7,68.4,62.5,80.5
STU27023,Female,19,3.6,3.2,6.8,0.3,69.4,76.0,75.0,77.4
STU27024,Male,20,5.1,0.2,8.0,1.8,79.0,85.5,85.1,87.5
STU27025,Male,18,0.0,10.2,4.0,0.0,49.3,41.2,42.6,46.0
STU27026,Male,24,4.9,0.0,8.0,2.0,99.7,87.3,80.2,90.0
STU27027,Female,18,1.7,3.0,6.8,0.9,81.1,71.1,62.5,67.0
STU27028,Female,20,1.6,10.3,5.7,0.3,54.8,44.8,47.4,50.5
STU27029,Male,24,0.5,8.2,6.7,0.9,53.1,64.4,61.1,55.7
STU27030,Male,19,4.9,0.0,6.9,2.9,92.8,80.5,82.3,87.1
STU27031,Female,21,6.7,1.2,8.0,1.9,100.0,86.4,89.2,98.7
STU27032,Male,22,2.2,4.3,4.0,1.9,86.3,57.4,66.8,78.2
STU27033,Male,20,0.5,5.4,5.0,0.6,71.3,62.4,57.3,61.2
STU27034,Female,20,4.6,2.1,5.6,0.0,83.3,65.7,73.2,80.5
STU27035,Male,22,6.2,3.3,7.8,3.1,100.0,75.4,79.8,97.2
STU27036,Female,21,2.3,5.6,7.6,0.8,84.1,68.9,64.5,76.6
STU27037,Female,23,0.9,6.9,5.9,0.6,27.6,63.8,55.8,44.7
STU27038,Male,23,1.0,4.6,5.2,1.1,67.1,62.2,56.9,62.7
STU27039,Male,24,6.0,0.9,8.3,2.3,96.5,80.0,88.1,97.1
STU27040,Female,24,3.6,3.2,5.9,0.4,76.2,67.6,65.5,76.8
STU27041,Male,18,1.5,9.3,5.6,0.7,50.5,46.7,52.8,55.5
STU27042,Male,21,4.4,1.8,6.4,1.4,87.1,68.3,74.0,86.7
STU27043,Female,25,1.4,3.3,7.4,2.0,79.3,72.6,61.5,73.2
STU27044,Male,23,5.1,2.1,6.5,1.3,100.0,66.2,76.3,91.0
STU27045,Female,21,0.0,9.3,4.8,0.0,37.8,48.8,48.7,46.2
STU27046,Male,18,3.0,0.4,8.2,1.7,82.9,88.7,73.7,79.8
STU27047,Female,24,5.7,0.7,7.7,2.3,100.0,82.3,85.0,100.0
STU27048,Male,24,2.3,7.6,6.2,0.6,66.1,60.3,62.7,58.1
STU27049,Male,20,0.6,9.7,4.8,1.1,43.3,47.3,45.9,55.0
STU27050,Male,25,0.0,12.0,7.2,0.8,45.2,46.1,48.1,44.4
STU27051,Male,19,6.5,3.8,7.8,2.6,99.4,73.8,79.9,93.4
STU27052,Male,21,3.9,4.9,7.9,2.0,68.6,71.8,65.8,74.7
STU27053,Male,20,1.7,4.8,4.6,0.1,69.4,62.6,54.1,58.3
STU27054,Male,18,2.6,1.1,8.6,0.5,95.1,87.1,71.6,80.2
STU27055,Male,25,3.6,2.4,8.3,1.4,96.1,82.9,68.3,79.8
STU27056,Male,19,2.1,7.7,4.0,0.3,61.3,44.8,54.0,59.8
STU27057,Male,18,0.0,8.6,5.3,1.1,43.8,46.3,43.9,42.7
STU27058,Female,25,0.0,9.0,6.1,0.0,46.8,61.6,47.9,49.4
STU27059,Male,19,6.6,1.7,7.6,2.0,93.1,69.3,89.6,99.4
STU27060,Male,23,0.2,7.5,6.8,1.6,53.9,69.8,52.3,51.5
STU27061,Male,24,1.3,7.7,5.9,0.7,43.3,53.3,46.4,52.2
